#M=1.3
#R=1.3697525788565406
#interptype='linear'
#name='planet'
#norm={'P': 1000000000000.0, 'R': 1.3697525788565406, 'M': 1.3, 'g': 6.8109430985136532, 'rho': 1000.0}
#state=1
#composition
#layer0		Fe08FeS02		0.400000
#layer1		pv_fmw		0.600000
#layer2		ice_VII		0.500000
#Cols=
 #'ur		r		mr		rho		P		g		phi		T		composition'
#-end-
0.000000e+00	0.000000e+00	1.216907e-11	1.204801e+04	3.750185e+11	0.000000e+00	-1.292298e+08	5.000000e+03	0
5.025126e-03	6.883179e-03	2.167936e-06	1.204909e+04	3.751669e+11	-4.279791e-02	-1.292265e+08	5.000000e+03	0
1.005025e-02	1.376636e-02	7.630341e-06	1.204986e+04	3.752724e+11	-3.879895e-02	-1.292168e+08	5.000000e+03	0
1.507538e-02	2.064954e-02	2.274899e-05	1.204971e+04	3.752517e+11	1.023633e-01	-1.292006e+08	5.000000e+03	0
2.010050e-02	2.753272e-02	5.101491e-05	1.204905e+04	3.751616e+11	2.471282e-01	-1.291780e+08	5.000000e+03	0
2.512563e-02	3.441589e-02	9.197475e-05	1.204791e+04	3.750043e+11	3.953716e-01	-1.291490e+08	5.000000e+03	0
3.015075e-02	4.129907e-02	1.624817e-04	1.204600e+04	3.747433e+11	5.439365e-01	-1.291131e+08	5.000000e+03	0
3.517588e-02	4.818225e-02	2.430631e-04	1.204385e+04	3.744476e+11	6.926008e-01	-1.290712e+08	5.000000e+03	0
4.020101e-02	5.506543e-02	3.743064e-04	1.204072e+04	3.740185e+11	8.412401e-01	-1.290226e+08	5.000000e+03	0
4.522613e-02	6.194861e-02	5.230564e-04	1.203732e+04	3.735526e+11	9.898449e-01	-1.289676e+08	5.000000e+03	0
5.025126e-02	6.883179e-02	7.186791e-04	1.203320e+04	3.729881e+11	1.138357e+00	-1.289064e+08	5.000000e+03	0
5.527638e-02	7.571497e-02	9.549038e-04	1.202855e+04	3.723525e+11	1.286775e+00	-1.288384e+08	5.000000e+03	0
6.030151e-02	8.259815e-02	1.227670e-03	1.202344e+04	3.716529e+11	1.435107e+00	-1.287640e+08	5.000000e+03	0
6.532663e-02	8.948132e-02	1.570583e-03	1.201755e+04	3.708482e+11	1.583266e+00	-1.286833e+08	5.000000e+03	0
7.035176e-02	9.636450e-02	1.936794e-03	1.201141e+04	3.700093e+11	1.731367e+00	-1.285959e+08	5.000000e+03	0
7.537688e-02	1.032477e-01	2.401894e-03	1.200430e+04	3.690412e+11	1.879215e+00	-1.284994e+08	5.000000e+03	0
8.040201e-02	1.101309e-01	2.900294e-03	1.199691e+04	3.680344e+11	2.026976e+00	-1.284022e+08	5.000000e+03	0
8.542714e-02	1.170140e-01	3.480431e-03	1.198881e+04	3.669330e+11	2.174523e+00	-1.282961e+08	5.000000e+03	0
9.045226e-02	1.238972e-01	4.129908e-03	1.198017e+04	3.657594e+11	2.321886e+00	-1.281826e+08	5.000000e+03	0
9.547739e-02	1.307804e-01	4.837542e-03	1.197108e+04	3.645254e+11	2.469095e+00	-1.280636e+08	5.000000e+03	0
1.005025e-01	1.376636e-01	5.656814e-03	1.196119e+04	3.631862e+11	2.616002e+00	-1.279374e+08	5.000000e+03	0
1.055276e-01	1.445468e-01	6.512306e-03	1.195104e+04	3.618136e+11	2.762812e+00	-1.278056e+08	5.000000e+03	0
1.105528e-01	1.514299e-01	7.511887e-03	1.193995e+04	3.603172e+11	2.909228e+00	-1.276672e+08	5.000000e+03	0
