#M=1.3
#R=1.3712894888085327
#interptype='linear'
#name='planet'
#norm={'P': 1000000000000.0, 'R': 1.3712894888085327, 'M': 1.3, 'g': 6.7956845549649421, 'rho': 1000.0}
#state=1
#composition
#layer0		Fe08FeS02		0.100000
#layer1		pv_fmw		0.900000
#layer2		ice_VII		0.400000
#Cols=
 #'ur		r		mr		rho		P		g		phi		T		composition'
#-end-
0.000000e+00	0.000000e+00	1.161133e-11	1.152939e+04	2.788810e+11	0.000000e+00	-1.208833e+08	5.000000e+03	0
5.025126e-03	6.890902e-03	2.760276e-06	1.153050e+04	2.790214e+11	-2.532389e-02	-1.208801e+08	5.000000e+03	0
1.005025e-02	1.378180e-02	5.520540e-06	1.153162e+04	2.791619e+11	-5.064778e-02	-1.208708e+08	5.000000e+03	0
1.507538e-02	2.067271e-02	2.459234e-05	1.153133e+04	2.791259e+11	8.327244e-02	-1.208553e+08	5.000000e+03	0
2.010050e-02	2.756361e-02	4.383059e-05	1.153103e+04	2.790880e+11	2.188176e-01	-1.208335e+08	5.000000e+03	0
2.512563e-02	3.445451e-02	9.527049e-05	1.152961e+04	2.789087e+11	3.608875e-01	-1.208056e+08	5.000000e+03	0
3.015075e-02	4.134541e-02	1.473743e-04	1.152816e+04	2.787265e+11	5.030919e-01	-1.207715e+08	5.000000e+03	0
3.517588e-02	4.823631e-02	2.472125e-04	1.152560e+04	2.784049e+11	6.456458e-01	-1.207311e+08	5.000000e+03	0
4.020101e-02	5.512722e-02	3.485423e-04	1.152301e+04	2.780790e+11	7.882106e-01	-1.206846e+08	5.000000e+03	0
4.522613e-02	6.201812e-02	5.127637e-04	1.151932e+04	2.776156e+11	9.307050e-01	-1.206318e+08	5.000000e+03	0
5.025126e-02	6.890902e-02	6.796331e-04	1.151558e+04	2.771464e+11	1.073196e+00	-1.205729e+08	5.000000e+03	0
5.527638e-02	7.579992e-02	9.241586e-04	1.151075e+04	2.765416e+11	1.215514e+00	-1.205078e+08	5.000000e+03	0
6.030151e-02	8.269082e-02	1.172815e-03	1.150587e+04	2.759295e+11	1.357823e+00	-1.204364e+08	5.000000e+03	0
6.532663e-02	8.958173e-02	1.513482e-03	1.149991e+04	2.751838e+11	1.499899e+00	-1.203592e+08	5.000000e+03	0
7.035176e-02	9.647263e-02	1.860086e-03	1.149389e+04	2.744295e+11	1.641961e+00	-1.202753e+08	5.000000e+03	0
7.537688e-02	1.033635e-01	2.312632e-03	1.148679e+04	2.735437e+11	1.783742e+00	-1.201854e+08	5.000000e+03	0
8.040201e-02	1.102544e-01	2.773238e-03	1.147962e+04	2.726479e+11	1.925503e+00	-1.200888e+08	5.000000e+03	0
8.542714e-02	1.171453e-01	3.353278e-03	1.147138e+04	2.716228e+11	2.066938e+00	-1.199873e+08	5.000000e+03	0
9.045226e-02	1.240362e-01	3.943817e-03	1.146306e+04	2.705863e+11	2.208345e+00	-1.198790e+08	5.000000e+03	0
9.547739e-02	1.309271e-01	4.666825e-03	1.145369e+04	2.694229e+11	2.349384e+00	-1.197647e+08	5.000000e+03	0
1.005025e-01	1.378180e-01	5.403080e-03	1.144421e+04	2.682468e+11	2.490386e+00	-1.196439e+08	5.000000e+03	0
1.055276e-01	1.447089e-01	6.284374e-03	1.143370e+04	2.669462e+11	2.630979e+00	-1.195174e+08	5.000000e+03	0
1.105528e-01	1.515998e-01	7.181964e-03	1.142307e+04	2.656316e+11	2.771525e+00	-1.193845e+08	5.000000e+03	0
1.155779e-01	1.584907e-01	8.236681e-03	1.141141e+04	2.641950e+11	2.911621e+00	-1.192461e+08	5.000000e+03	0
1.206030e-01	1.653816e-01	9.311039e-03	1.139962e+04	2.627431e+11	3.051661e+00	-1.191006e+08	5.000000e+03	0
